c,run,jfi,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
33,9,0.9678574299382829,0.39797085500140383,0.6039158439998573,0.6179827560008562,0.6576463430010335,0.6576756530012062,0.657686423000996,0.6676251150001917,0.6676457820012729,0.667656319001253,0.6686867389998952
37,0,0.909105260504423,0.2563983999989432,0.5063710369995533,0.5165953039995657,0.5643175429995608,0.564347297000495,0.5643614210002852,0.5643748179991235,0.5696527599993715,0.5810067290003644,0.5810261570004513
37,1,0.9036998773880323,0.24875247300042247,0.5236026639995544,0.5236316480004461,0.5236473679997289,0.5477653420002753,0.5510752739992313,0.5628241379999963,0.5628515349999361,0.5628666480006359,0.6039832539991039
37,2,0.8623843151224772,0.23063114900105575,0.5524266620013805,0.5606393970010686,0.5735053050011629,0.5735355070009973,0.5905327730015415,0.5905624900005932,0.597994085001119,0.6109781830000429,0.6110027300001093
37,3,0.9748022576397091,0.47780439399866736,0.7190459309986181,0.7402799649989902,0.7526129549987672,0.7526364679997641,0.7526467619991308,0.7526552679992164,0.7526642359989637,0.7526730559984571,0.7526808829989022
37,4,0.8598729049424568,0.238314027999877,0.5787076349988638,0.5932218170000851,0.5932522319999407,0.5932695109986525,0.6197772049999912,0.6198079459991277,0.6198246499989182,0.6288008109986549,0.6307931929986808
37,5,0.8883903667546438,0.22947585600013554,0.4573575249996793,0.4649731739991694,0.5074024629993801,0.5615421049988072,0.5615712879989587,0.5615856299991719,0.5615991989998292,0.5616114539989212,0.562271584998598
37,6,0.8916405071132271,0.2295256879988301,0.500698100999216,0.5052842539989797,0.5053127859991946,0.5132974019998073,0.5495995469991612,0.5496205819999886,0.5496300100003282,0.5504722169989691,0.5504903469991405
37,7,0.9286825423730991,0.285766966000665,0.5227810239994142,0.5516923670002143,0.5517238860011275,0.5517396300001565,0.5646251090001897,0.5718181379997986,0.6084117900009005,0.6084377490005863,0.6300485890005803
37,8,0.9666827403272623,0.376500305999798,0.584976956999526,0.5956453479993797,0.6199418129999685,0.6199765519995708,0.6337120959997264,0.633748062999075,0.6337643079987174,0.6403407479992893,0.6403596259988262
37,9,0.8676668576521803,0.231667888998345,0.5616163949998736,0.561651747999349,0.5616680519997317,0.5807788969996182,0.5808112809991144,0.5830985559987312,0.5887063999998645,0.5887288719986827,0.5970091549988865
41,0,0.9176896276739398,0.2846705979991384,0.5649663829990459,0.5650053089993889,0.6073746379988734,0.6073970649995317,0.6074625780001952,0.6074790919992665,0.6074926879991835,0.614053569999669,0.614076126999862
41,1,0.868097628940082,0.22384153599887213,0.5093313529996522,0.5376398499993229,0.5376706399983959,0.5424451189992396,0.5424732829997083,0.5633528029993613,0.5941932059995452,0.5942150189985114,0.5942246929989778
41,2,0.8026454588843358,0.1834205649993237,0.4910797390002699,0.5145910480005114,0.531499568000072,0.5315312420007103,0.5487134510003671,0.5657330789999833,0.5657544990008319,0.5850212869991083,0.5850402489995759
41,3,0.9022744971453937,0.25030411899933824,0.5352536150003289,0.5352828109989787,0.5561368349990516,0.5561683729993092,0.5561876819992904,0.5562029149987211,0.5636687679998431,0.5781180750000203,0.5871940260003612
41,4,0.8648418864880344,0.22858123699916177,0.5380978979992506,0.5654588849993161,0.5654900270001235,0.5655059559994697,0.5683002919995488,0.5874852199995075,0.5875092269998277,0.5875194999989617,0.6110994949995074
